order_id,date,customer_id,product_id,revenue,quantity,region,channel
ORD_114,2023-07-01,CUST_495,PROD_8,374.86,2,Europe,Web
ORD_115,2023-10-05,CUST_91,PROD_3,1360.11,3,North America,Web
ORD_116,2023-09-30,CUST_31,PROD_28,1107.12,3,Europe,Mobile
ORD_117,2023-04-15,CUST_230,PROD_23,51.0,2,Europe,Mobile
ORD_118,2023-05-03,CUST_70,PROD_25,60.13,1,Europe,Mobile
ORD_119,2023-09-06,CUST_370,PROD_96,612.24,3,North America,Web
ORD_120,2023-10-22,CUST_478,PROD_37,1497.09,3,Asia,Web
ORD_121,2023-08-04,CUST_469,PROD_26,1049.92,4,North America,Web
ORD_122,2023-06-26,CUST_48,PROD_23,85.0,2,North America,Web
ORD_123,2023-02-13,CUST_209,PROD_94,123.84,2,Europe,Mobile
ORD_124,2023-03-03,CUST_60,PROD_6,399.3,3,Europe,Mobile
ORD_125,2023-10-16,CUST_444,PROD_16,873.16,2,Europe,Mobile
ORD_126,2023-10-08,CUST_370,PROD_58,373.76,4,North America,Mobile
ORD_127,2023-09-20,CUST_328,PROD_14,365.91,3,Asia,Web
ORD_128,2023-11-26,CUST_52,PROD_11,529.71,3,Europe,Web
ORD_129,2023-05-23,CUST_330,PROD_48,1169.48,4,Europe,Web
ORD_130,2023-04-22,CUST_176,PROD_98,872.28,3,Europe,Mobile
ORD_131,2023-04-14,CUST_108,PROD_71,130.82,2,Asia,Mobile
ORD_132,2023-09-12,CUST_318,PROD_57,216.61,1,Europe,Web
ORD_133,2023-03-13,CUST_176,PROD_8,224.92,2,Europe,Web
ORD_134,2023-12-14,CUST_15,PROD_42,447.44,2,Europe,Mobile
ORD_135,2023-04-13,CUST_331,PROD_67,203.04,4,Asia,Mobile
ORD_136,2023-09-13,CUST_157,PROD_32,971.78,2,Asia,Web
ORD_137,2023-04-21,CUST_359,PROD_43,956.82,2,North America,Web
ORD_138,2023-05-15,CUST_494,PROD_18,232.14,1,Asia,Mobile
ORD_139,2023-11-25,CUST_282,PROD_8,749.72,4,North America,Web
ORD_140,2023-08-20,CUST_41,PROD_13,886.77,3,Europe,Web
ORD_141,2023-04-15,CUST_434,PROD_72,1341.6,4,Europe,Web
ORD_142,2023-07-25,CUST_306,PROD_89,53.31,3,Europe,Mobile
ORD_143,2023-12-28,CUST_304,PROD_15,1698.04,4,Europe,Mobile
ORD_144,2023-08-13,CUST_26,PROD_35,114.15,1,Asia,Web
ORD_145,2023-10-05,CUST_384,PROD_6,532.4,4,North America,Web
ORD_146,2023-05-05,CUST_244,PROD_72,670.8,2,North America,Web
ORD_147,2023-08-15,CUST_74,PROD_12,100.98,2,Europe,Mobile
ORD_148,2023-07-23,CUST_251,PROD_36,972.63,3,Asia,Mobile
ORD_149,2023-10-21,CUST_418,PROD_23,42.5,1,Europe,Web
ORD_150,2023-05-19,CUST_329,PROD_33,1622.96,4,North America,Mobile
ORD_151,2023-02-18,CUST_477,PROD_99,1880.52,4,Europe,Web
ORD_152,2023-06-24,CUST_153,PROD_47,956.16,4,North America,Web
ORD_153,2023-03-07,CUST_242,PROD_26,787.44,3,North America,Web
ORD_154,2023-09-25,CUST_27,PROD_79,228.4,4,Europe,Web
ORD_155,2023-08-02,CUST_498,PROD_45,657.45,3,North America,Mobile
ORD_156,2023-02-14,CUST_266,PROD_86,473.54,1,Europe,Mobile
ORD_157,2023-01-08,CUST_334,PROD_16,1309.74,3,Europe,Web
ORD_158,2023-07-22,CUST_146,PROD_96,408.16,2,Europe,Mobile
ORD_159,2023-06-02,CUST_65,PROD_47,239.04,1,Asia,Mobile
ORD_160,2023-04-09,CUST_360,PROD_38,851.7,2,Asia,Mobile
ORD_161,2023-04-01,CUST_395,PROD_74,79.19,1,Asia,Web
ORD_162,2023-05-19,CUST_451,PROD_61,147.88,4,Europe,Mobile
ORD_163,2023-04-18,CUST_230,PROD_98,174.46,1,Europe,Web
ORD_164,2023-07-05,CUST_88,PROD_14,365.91,3,Europe,Mobile
ORD_165,2023-03-14,CUST_114,PROD_34,199.53,3,Asia,Web
ORD_166,2023-10-03,CUST_44,PROD_3,272.02,1,Europe,Web
ORD_167,2023-10-03,CUST_278,PROD_7,486.56,2,North America,Web
ORD_168,2023-11-29,CUST_312,PROD_73,249.84,2,Europe,Web
ORD_169,2023-01-11,CUST_322,PROD_97,314.02,2,North America,Mobile
ORD_170,2023-08-17,CUST_477,PROD_12,50.49,1,Europe,Mobile
ORD_171,2023-06-04,CUST_289,PROD_51,192.84,2,Europe,Web
ORD_172,2023-10-08,CUST_39,PROD_54,1283.04,4,North America,Mobile
ORD_173,2023-01-13,CUST_78,PROD_98,290.76,1,Europe,Mobile
ORD_174,2023-04-02,CUST_221,PROD_76,250.24,2,North America,Mobile
ORD_175,2023-05-11,CUST_176,PROD_76,375.36,3,Europe,Mobile
ORD_176,2023-05-19,CUST_432,PROD_14,121.97,1,Europe,Mobile
ORD_177,2023-03-27,CUST_467,PROD_82,218.06,1,Europe,Web
ORD_178,2023-06-22,CUST_262,PROD_40,525.88,2,Europe,Mobile
ORD_179,2023-02-01,CUST_462,PROD_81,1358.1,3,Europe,Web
ORD_180,2023-09-24,CUST_400,PROD_42,894.88,4,North America,Mobile
ORD_181,2023-04-04,CUST_145,PROD_16,873.16,2,Europe,Web
ORD_182,2023-11-13,CUST_200,PROD_95,462.62,2,Asia,Web
ORD_183,2023-12-10,CUST_358,PROD_15,424.51,1,Asia,Web
ORD_184,2023-11-02,CUST_312,PROD_35,456.6,4,Europe,Web
ORD_185,2023-11-27,CUST_306,PROD_34,66.51,1,Europe,Mobile
ORD_186,2023-10-26,CUST_321,PROD_89,35.54,2,North America,Web
ORD_187,2023-01-02,CUST_313,PROD_69,225.0,2,North America,Mobile
ORD_188,2023-09-23,CUST_429,PROD_99,1410.39,3,Europe,Web
ORD_189,2023-11-24,CUST_313,PROD_31,754.38,2,North America,Web
ORD_190,2023-05-21,CUST_368,PROD_21,142.72,4,North America,Mobile
ORD_191,2023-02-12,CUST_432,PROD_32,485.89,1,Europe,Mobile
ORD_192,2023-02-05,CUST_373,PROD_82,872.24,4,North America,Web
ORD_193,2023-11-17,CUST_119,PROD_6,133.1,1,Asia,Web
ORD_194,2023-03-13,CUST_291,PROD_45,438.3,2,North America,Mobile
ORD_195,2023-11-14,CUST_53,PROD_63,31.79,1,Europe,Web
ORD_196,2023-08-27,CUST_494,PROD_22,1492.72,4,Asia,Web
ORD_197,2023-04-11,CUST_445,PROD_40,788.82,3,Asia,Mobile
ORD_198,2023-03-04,CUST_261,PROD_4,470.78,1,Europe,Mobile
ORD_199,2023-01-23,CUST_297,PROD_100,308.16,1,North America,Mobile
ORD_200,2023-10-29,CUST_497,PROD_43,1913.64,4,Asia,Web
ORD_201,2023-10-18,CUST_416,PROD_3,453.37,1,Europe,Web
ORD_202,2023-10-13,CUST_254,PROD_66,1390.92,4,Europe,Web
ORD_203,2023-10-13,CUST_413,PROD_35,456.6,4,Asia,Mobile
ORD_204,2023-08-20,CUST_296,PROD_40,788.82,3,Europe,Web
ORD_205,2023-10-04,CUST_249,PROD_61,73.94,2,Asia,Web
ORD_206,2023-02-12,CUST_168,PROD_84,1193.64,3,North America,Web
ORD_207,2023-03-26,CUST_301,PROD_61,147.88,4,Asia,Web
ORD_208,2023-04-17,CUST_360,PROD_28,738.08,2,Asia,Mobile
ORD_209,2023-05-18,CUST_24,PROD_67,50.76,1,Europe,Web
ORD_210,2023-11-18,CUST_473,PROD_36,194.53,1,Europe,Web
ORD_211,2023-02-27,CUST_435,PROD_52,431.42,2,North America,Web
ORD_212,2023-11-17,CUST_221,PROD_71,130.82,2,North America,Mobile
ORD_213,2023-04-13,CUST_234,PROD_86,1420.62,3,North America,Web
ORD_214,2023-11-17,CUST_268,PROD_42,894.88,4,Asia,Web
ORD_215,2023-11-02,CUST_409,PROD_86,947.08,2,Europe,Mobile
ORD_216,2023-11-16,CUST_40,PROD_13,886.77,3,Europe,Mobile
ORD_217,2023-04-23,CUST_92,PROD_72,1006.2,3,Asia,Mobile
ORD_218,2023-11-10,CUST_93,PROD_17,463.68,1,Europe,Mobile
ORD_219,2023-08-29,CUST_212,PROD_2,575.04,4,Asia,Mobile
ORD_220,2023-10-05,CUST_457,PROD_30,202.36,4,Europe,Web
ORD_221,2023-03-14,CUST_102,PROD_1,610.47,3,Asia,Mobile
ORD_222,2023-12-25,CUST_162,PROD_94,37.15,1,Europe,Web
ORD_223,2023-05-04,CUST_320,PROD_66,695.46,2,North America,Mobile
ORD_224,2023-08-06,CUST_271,PROD_36,1296.84,4,Asia,Mobile
ORD_225,2023-04-02,CUST_229,PROD_5,121.26,1,North America,Mobile
ORD_226,2023-02-22,CUST_72,PROD_21,35.68,1,North America,Web
ORD_227,2023-02-21,CUST_450,PROD_34,133.02,2,Asia,Mobile
ORD_228,2023-04-18,CUST_292,PROD_88,60.96,1,Europe,Mobile
ORD_229,2023-12-08,CUST_416,PROD_31,377.19,1,Europe,Mobile
ORD_230,2023-10-26,CUST_290,PROD_6,399.3,3,North America,Web
ORD_231,2023-09-14,CUST_419,PROD_45,657.45,3,Asia,Web
ORD_232,2023-05-22,CUST_361,PROD_61,110.91,3,Europe,Web
ORD_233,2023-08-18,CUST_472,PROD_58,280.32,3,North America,Web
ORD_234,2023-09-16,CUST_15,PROD_93,1366.04,4,Europe,Web
ORD_235,2023-02-27,CUST_471,PROD_35,228.3,2,Asia,Mobile
ORD_236,2023-01-18,CUST_142,PROD_49,47.1,2,North America,Web
ORD_237,2023-01-19,CUST_269,PROD_82,436.12,2,Asia,Web
ORD_238,2023-02-26,CUST_474,PROD_38,1277.55,3,Europe,Mobile
ORD_239,2023-08-08,CUST_74,PROD_32,485.89,1,Europe,Web
ORD_240,2023-07-07,CUST_401,PROD_20,107.99,1,Europe,Mobile
ORD_241,2023-11-17,CUST_160,PROD_77,1732.64,4,North America,Web
ORD_242,2023-09-17,CUST_141,PROD_16,1309.74,3,North America,Mobile
ORD_243,2023-09-06,CUST_286,PROD_78,1945.44,4,Asia,Web
ORD_244,2023-05-24,CUST_25,PROD_54,962.28,3,North America,Web
ORD_245,2023-03-31,CUST_71,PROD_16,1746.32,4,Asia,Web
ORD_246,2023-03-24,CUST_382,PROD_30,50.59,1,North America,Mobile
ORD_247,2023-04-18,CUST_206,PROD_32,971.78,2,Europe,Web
ORD_248,2023-11-25,CUST_271,PROD_45,219.15,1,Asia,Mobile
ORD_249,2023-06-28,CUST_458,PROD_41,308.97,1,North America,Mobile
ORD_250,2023-12-18,CUST_168,PROD_60,696.32,2,North America,Web
ORD_251,2023-01-17,CUST_276,PROD_42,894.88,4,North America,Web
ORD_252,2023-11-22,CUST_294,PROD_57,1444.08,4,North America,Web
ORD_253,2023-07-20,CUST_246,PROD_8,562.29,3,North America,Web
ORD_254,2023-11-09,CUST_328,PROD_66,347.73,1,Asia,Web
ORD_255,2023-05-07,CUST_40,PROD_44,1481.34,3,Europe,Web
ORD_256,2023-02-04,CUST_26,PROD_69,225.0,2,Asia,Mobile
ORD_257,2023-12-12,CUST_71,PROD_95,231.31,1,Asia,Mobile
ORD_258,2023-09-29,CUST_451,PROD_46,472.56,1,Europe,Mobile
ORD_259,2023-06-25,CUST_360,PROD_55,456.92,2,Asia,Web
ORD_260,2023-04-19,CUST_396,PROD_40,262.94,1,North America,Mobile
ORD_261,2023-01-30,CUST_178,PROD_8,224.92,2,Europe,Web
ORD_262,2023-12-02,CUST_210,PROD_15,1273.53,3,Europe,Web
ORD_263,2023-06-25,CUST_372,PROD_75,1391.96,4,North America,Mobile
ORD_264,2023-01-13,CUST_344,PROD_21,107.04,3,Europe,Mobile
ORD_265,2023-09-25,CUST_275,PROD_32,971.78,2,Europe,Mobile
ORD_266,2023-02-08,CUST_434,PROD_27,864.67,3,Europe,Web
ORD_267,2023-04-01,CUST_142,PROD_85,489.21,1,North America,Web
ORD_268,2023-12-03,CUST_215,PROD_50,1051.02,3,Europe,Mobile
ORD_269,2023-11-17,CUST_429,PROD_85,1467.63,3,Europe,Web
ORD_270,2023-10-05,CUST_159,PROD_67,101.52,2,Europe,Mobile
ORD_271,2023-06-20,CUST_391,PROD_80,1653.48,4,Europe,Mobile
ORD_272,2023-03-13,CUST_322,PROD_79,228.4,4,North America,Mobile
ORD_273,2023-02-01,CUST_223,PROD_24,1006.77,3,Asia,Mobile
ORD_274,2023-12-04,CUST_363,PROD_49,47.1,2,Europe,Mobile
ORD_275,2023-10-11,CUST_242,PROD_71,261.64,4,North America,Web
ORD_276,2023-12-11,CUST_418,PROD_42,223.72,1,Europe,Web
ORD_277,2023-02-21,CUST_319,PROD_59,1351.89,3,Europe,Mobile
ORD_278,2023-07-13,CUST_440,PROD_76,125.12,1,Asia,Mobile
ORD_279,2023-03-28,CUST_383,PROD_63,52.98,1,Asia,Mobile
ORD_280,2023-07-13,CUST_236,PROD_91,1444.56,3,North America,Mobile
ORD_281,2023-11-08,CUST_434,PROD_56,218.45,1,Europe,Web
ORD_282,2023-03-21,CUST_473,PROD_9,51.66,3,Europe,Web
ORD_283,2023-08-11,CUST_82,PROD_9,10.33,1,Europe,Web
ORD_284,2023-06-07,CUST_11,PROD_11,353.14,2,Asia,Web
ORD_285,2023-07-23,CUST_258,PROD_30,50.59,1,Europe,Web
ORD_286,2023-11-13,CUST_225,PROD_75,695.98,2,Europe,Web
ORD_287,2023-05-07,CUST_364,PROD_8,749.72,4,North America,Mobile
ORD_288,2023-11-28,CUST_207,PROD_41,741.53,4,Europe,Web
ORD_289,2023-04-16,CUST_469,PROD_66,695.46,2,North America,Mobile
ORD_290,2023-04-15,CUST_32,PROD_58,186.88,2,Asia,Mobile
ORD_291,2023-10-16,CUST_172,PROD_81,1810.8,4,North America,Web
ORD_292,2023-08-21,CUST_38,PROD_15,1698.04,4,North America,Mobile
ORD_293,2023-11-25,CUST_3,PROD_30,50.59,1,Europe,Mobile
ORD_294,2023-07-06,CUST_100,PROD_31,1131.57,3,Asia,Web
ORD_295,2023-06-19,CUST_398,PROD_38,851.7,2,Europe,Web
ORD_296,2023-09-01,CUST_394,PROD_67,50.76,1,Europe,Web
ORD_297,2023-09-20,CUST_448,PROD_79,171.3,3,Europe,Mobile
ORD_298,2023-04-09,CUST_261,PROD_31,678.94,3,Europe,Mobile
ORD_299,2023-01-30,CUST_43,PROD_93,1024.53,3,North America,Web
ORD_300,2023-09-20,CUST_314,PROD_57,361.02,1,Europe,Web
ORD_301,2023-06-18,CUST_329,PROD_60,1044.48,3,North America,Mobile
ORD_302,2023-11-19,CUST_148,PROD_50,700.68,2,Europe,Mobile
ORD_303,2023-09-17,CUST_15,PROD_67,152.28,3,Europe,Mobile
ORD_304,2023-08-21,CUST_488,PROD_61,36.97,1,Europe,Web
ORD_305,2023-07-14,CUST_44,PROD_94,185.76,3,Europe,Mobile
ORD_306,2023-08-06,CUST_448,PROD_3,1813.48,4,Europe,Web
ORD_307,2023-07-20,CUST_158,PROD_25,240.52,4,Europe,Web
ORD_308,2023-02-14,CUST_179,PROD_3,1360.11,3,Europe,Mobile
ORD_309,2023-08-02,CUST_137,PROD_26,1049.92,4,Asia,Web
ORD_310,2023-08-27,CUST_361,PROD_76,500.48,4,Europe,Mobile
ORD_311,2023-06-12,CUST_27,PROD_31,1131.57,3,Europe,Web
ORD_312,2023-10-27,CUST_208,PROD_69,450.0,4,Europe,Mobile
ORD_313,2023-03-28,CUST_393,PROD_47,239.04,1,Europe,Web
ORD_314,2023-02-28,CUST_88,PROD_26,524.96,2,Europe,Mobile
ORD_315,2023-01-11,CUST_127,PROD_23,42.5,1,North America,Mobile
ORD_316,2023-07-07,CUST_444,PROD_92,1231.28,4,Europe,Web
ORD_317,2023-10-06,CUST_349,PROD_20,107.99,1,Europe,Web
ORD_318,2023-11-28,CUST_176,PROD_11,353.14,2,Europe,Mobile
ORD_319,2023-04-19,CUST_451,PROD_84,1193.64,3,Europe,Mobile
ORD_320,2023-01-27,CUST_275,PROD_34,133.02,2,Europe,Mobile
ORD_321,2023-08-05,CUST_8,PROD_60,1392.64,4,Europe,Web
ORD_322,2023-08-04,CUST_304,PROD_45,438.3,2,Europe,Web
ORD_323,2023-11-16,CUST_494,PROD_75,1043.97,3,Asia,Web
ORD_324,2023-07-03,CUST_435,PROD_7,243.28,1,North America,Web
ORD_325,2023-07-02,CUST_228,PROD_82,872.24,4,North America,Mobile
ORD_326,2023-01-22,CUST_401,PROD_54,641.52,2,Europe,Web
ORD_327,2023-06-28,CUST_245,PROD_97,157.01,1,Europe,Mobile
ORD_328,2023-08-19,CUST_452,PROD_77,1299.48,3,Europe,Web
ORD_329,2023-09-06,CUST_421,PROD_66,1043.19,3,North America,Mobile
ORD_330,2023-12-11,CUST_292,PROD_1,203.49,1,Europe,Web
ORD_331,2023-12-21,CUST_149,PROD_53,139.08,2,Europe,Web
ORD_332,2023-07-28,CUST_298,PROD_53,69.54,1,North America,Mobile
ORD_333,2023-03-26,CUST_466,PROD_52,431.42,2,North America,Mobile
ORD_334,2023-04-28,CUST_368,PROD_50,1051.02,3,North America,Web
ORD_335,2023-05-14,CUST_121,PROD_42,447.44,2,Europe,Web
ORD_336,2023-03-12,CUST_371,PROD_43,1435.23,3,North America,Web
ORD_337,2023-01-12,CUST_189,PROD_65,213.47,1,Asia,Web
ORD_338,2023-01-20,CUST_401,PROD_84,1591.52,4,Europe,Mobile
ORD_339,2023-09-20,CUST_42,PROD_2,172.51,2,Europe,Web
ORD_340,2023-03-13,CUST_467,PROD_15,849.02,2,Europe,Mobile
ORD_341,2023-06-21,CUST_191,PROD_27,1441.11,3,Asia,Web
ORD_342,2023-05-26,CUST_361,PROD_28,664.27,3,Europe,Web
ORD_343,2023-06-18,CUST_146,PROD_24,1342.36,4,Europe,Mobile
ORD_344,2023-12-16,CUST_332,PROD_75,1043.97,3,North America,Mobile
ORD_345,2023-05-12,CUST_253,PROD_2,143.76,1,North America,Mobile
ORD_346,2023-01-11,CUST_258,PROD_96,204.08,1,Europe,Mobile
ORD_347,2023-01-10,CUST_401,PROD_44,493.78,1,Europe,Web
ORD_348,2023-11-01,CUST_196,PROD_91,963.04,2,Europe,Web
ORD_349,2023-03-23,CUST_106,PROD_86,1894.16,4,North America,Mobile
ORD_350,2023-01-17,CUST_364,PROD_32,1457.67,3,North America,Web
ORD_351,2023-02-28,CUST_417,PROD_91,963.04,2,Asia,Mobile
ORD_352,2023-12-22,CUST_346,PROD_10,358.57,1,Asia,Web
ORD_353,2023-04-05,CUST_240,PROD_86,1420.62,3,North America,Web
ORD_354,2023-05-27,CUST_159,PROD_73,249.84,2,Europe,Web
ORD_355,2023-08-12,CUST_423,PROD_64,1248.64,4,Europe,Mobile
ORD_356,2023-08-10,CUST_134,PROD_89,71.08,4,Europe,Mobile
