customer_id,signup_date,segment,country,churned
CUST_50,2022-01-03,Basic,Germany,False
CUST_51,2023-04-23,Premium,USA,False
CUST_52,2023-10-18,Basic,UK,True
CUST_53,2022-08-09,Basic,UK,False
CUST_54,2024-04-19,Basic,USA,False
CUST_55,2022-03-15,Basic,India,False
CUST_56,2023-08-25,Basic,UK,False
CUST_57,2023-05-27,Basic,UK,False
CUST_58,2023-02-19,Basic,India,False
CUST_59,2023-10-10,Basic,India,False
CUST_60,2023-03-28,Basic,UK,True
CUST_61,2023-11-24,Basic,Germany,False
CUST_62,2023-01-27,Basic,India,False
CUST_63,2024-04-10,Premium,Germany,False
CUST_64,2022-07-12,Premium,Germany,False
CUST_65,2024-02-21,Premium,India,False
CUST_66,2022-02-13,Basic,India,True
CUST_67,2023-01-08,Basic,India,True
CUST_68,2022-03-03,Premium,India,False
CUST_69,2022-08-25,Premium,Germany,False
CUST_70,2022-01-25,Premium,Germany,False
CUST_71,2023-02-11,Basic,India,True
CUST_72,2024-06-18,Basic,USA,True
CUST_73,2022-07-09,Basic,India,False
CUST_74,2023-04-26,Basic,Germany,False
CUST_75,2023-11-14,Premium,USA,False
CUST_76,2022-12-11,Premium,Germany,False
CUST_77,2022-03-11,Basic,UK,True
CUST_78,2022-12-11,Basic,Germany,False
CUST_79,2023-12-09,Basic,UK,True
CUST_80,2024-05-19,Basic,Germany,False
CUST_81,2022-04-14,Premium,USA,False
CUST_82,2023-08-06,Basic,Germany,False
CUST_83,2023-09-08,Basic,India,False
CUST_84,2022-05-07,Basic,UK,False
CUST_85,2022-12-29,Basic,USA,False
CUST_86,2022-05-10,Basic,UK,True
CUST_87,2023-01-04,Basic,India,False
CUST_88,2023-11-03,Premium,UK,False
CUST_89,2022-03-17,Basic,UK,False
CUST_90,2022-04-11,Basic,UK,True
CUST_91,2023-12-29,Basic,USA,False
CUST_92,2022-05-21,Basic,India,False
CUST_93,2022-07-27,Premium,Germany,False
CUST_94,2023-12-19,Premium,UK,False
CUST_95,2024-02-01,Basic,USA,False
CUST_96,2023-05-27,Premium,India,False
CUST_97,2022-10-27,Basic,USA,False
CUST_98,2023-11-19,Basic,UK,False
CUST_99,2023-12-07,Premium,UK,False
CUST_100,2022-03-13,Basic,India,False
CUST_101,2022-05-23,Basic,UK,False
CUST_102,2023-10-29,Premium,India,False
CUST_103,2024-05-12,Premium,UK,False
CUST_104,2024-05-05,Basic,UK,True
CUST_105,2023-12-04,Basic,UK,False
CUST_106,2023-05-01,Basic,USA,False
CUST_107,2022-06-19,Premium,Germany,False
CUST_108,2022-09-11,Basic,India,False
CUST_109,2023-11-24,Basic,India,False
CUST_110,2022-09-19,Basic,USA,False
CUST_111,2024-05-14,Basic,Germany,False
CUST_112,2022-09-20,Basic,UK,False
CUST_113,2023-09-17,Basic,UK,False
CUST_114,2023-08-31,Basic,India,False
CUST_115,2023-09-13,Basic,USA,False
CUST_116,2023-10-11,Premium,India,False
CUST_117,2022-06-30,Basic,Germany,False
CUST_118,2022-04-05,Basic,UK,False
CUST_119,2023-09-12,Basic,India,False
CUST_120,2023-05-31,Basic,UK,False
CUST_121,2022-11-24,Premium,Germany,False
CUST_122,2022-12-26,Basic,UK,False
CUST_123,2022-01-01,Basic,India,False
CUST_124,2022-12-24,Basic,India,False
CUST_125,2024-01-10,Premium,USA,False
CUST_126,2023-10-10,Basic,USA,True
CUST_127,2022-10-07,Basic,USA,False
CUST_128,2022-02-14,Basic,USA,False
CUST_129,2023-07-27,Premium,India,False
CUST_130,2022-03-24,Basic,Germany,False
CUST_131,2023-12-20,Premium,USA,False
CUST_132,2023-06-17,Basic,India,True
CUST_133,2023-05-04,Premium,Germany,False
CUST_134,2022-06-27,Premium,UK,False
CUST_135,2022-11-15,Basic,UK,True
CUST_136,2022-02-03,Premium,USA,False
CUST_137,2023-03-03,Premium,India,False
CUST_138,2024-03-10,Basic,India,False
CUST_139,2022-08-21,Basic,India,False
CUST_140,2022-10-31,Basic,UK,False
CUST_141,2022-07-23,Basic,USA,False
CUST_142,2022-09-14,Premium,USA,False
CUST_143,2022-07-31,Basic,UK,False
CUST_144,2022-10-17,Basic,UK,False
CUST_145,2022-11-02,Premium,UK,False
CUST_146,2022-06-19,Basic,Germany,False
CUST_147,2022-09-11,Basic,USA,False
CUST_148,2023-08-14,Basic,Germany,True
CUST_149,2024-06-11,Basic,Germany,False
CUST_150,2023-07-13,Basic,Germany,False
CUST_151,2023-05-16,Basic,UK,True
CUST_152,2024-06-16,Premium,Germany,False
CUST_153,2022-05-31,Premium,USA,False
CUST_154,2022-04-28,Premium,India,False
CUST_155,2024-03-20,Premium,USA,False
CUST_156,2022-12-27,Basic,Germany,True
CUST_157,2023-06-20,Basic,India,False
CUST_158,2023-06-06,Premium,Germany,False
CUST_159,2022-06-28,Premium,UK,False
CUST_160,2024-03-13,Basic,USA,True
CUST_161,2022-12-13,Basic,India,False
CUST_162,2023-03-07,Basic,UK,False
CUST_163,2023-08-11,Basic,USA,True
CUST_164,2022-10-27,Basic,USA,False
CUST_165,2024-02-12,Premium,UK,False
CUST_166,2023-09-15,Basic,India,False
CUST_167,2022-07-18,Basic,India,False
CUST_168,2023-01-04,Premium,USA,False
CUST_169,2023-05-19,Basic,India,False
CUST_170,2024-04-26,Basic,USA,False
CUST_171,2024-03-31,Premium,India,False
CUST_172,2023-03-26,Basic,USA,False
CUST_173,2022-10-05,Premium,India,False
CUST_174,2022-10-25,Premium,USA,False
CUST_175,2022-02-13,Basic,UK,False
CUST_176,2023-08-26,Basic,UK,False
CUST_177,2024-03-09,Premium,UK,False
CUST_178,2022-08-25,Basic,UK,False
CUST_179,2022-10-03,Basic,Germany,False
CUST_180,2023-05-12,Premium,Germany,False
CUST_181,2023-05-13,Basic,USA,True
CUST_182,2022-01-14,Basic,India,True
CUST_183,2024-01-17,Basic,USA,False
CUST_184,2024-04-14,Basic,India,False
CUST_185,2023-12-12,Premium,India,False
CUST_186,2023-10-16,Basic,UK,False
CUST_187,2023-02-01,Premium,USA,False
CUST_188,2022-02-28,Premium,USA,False
CUST_189,2023-03-04,Premium,India,False
CUST_190,2022-04-26,Basic,Germany,False
CUST_191,2023-12-21,Basic,India,False
CUST_192,2022-05-03,Basic,UK,False
CUST_193,2023-10-09,Basic,Germany,True
CUST_194,2022-11-07,Basic,Germany,True
CUST_195,2022-07-16,Basic,UK,False
CUST_196,2023-09-21,Basic,Germany,False
CUST_197,2024-01-23,Basic,UK,False
CUST_198,2022-10-29,Premium,Germany,False
CUST_199,2024-06-10,Premium,India,False
CUST_200,2022-06-12,Premium,India,False
CUST_201,2022-01-02,Basic,Germany,True
CUST_202,2023-12-03,Basic,USA,False
CUST_203,2023-09-28,Basic,Germany,False
CUST_204,2023-06-11,Premium,Germany,False
CUST_205,2023-12-08,Basic,UK,False
CUST_206,2023-03-26,Basic,Germany,False
CUST_207,2024-01-07,Basic,UK,False
CUST_208,2023-01-24,Basic,Germany,False
CUST_209,2023-07-10,Basic,Germany,True
CUST_210,2024-06-04,Basic,UK,True
CUST_211,2024-03-15,Basic,Germany,False
CUST_212,2022-12-24,Basic,India,False
CUST_213,2022-10-05,Premium,India,False
CUST_214,2024-04-11,Basic,USA,False
CUST_215,2023-12-26,Basic,UK,True
CUST_216,2022-11-11,Basic,Germany,False
CUST_217,2022-04-30,Basic,USA,False
CUST_218,2023-05-05,Premium,UK,False
CUST_219,2024-02-04,Basic,USA,True
CUST_220,2023-12-29,Premium,Germany,False
CUST_221,2023-01-27,Basic,USA,False
CUST_222,2022-02-18,Premium,Germany,False
CUST_223,2023-06-09,Basic,India,True
CUST_224,2022-09-15,Premium,USA,False
CUST_225,2024-01-27,Basic,UK,False
CUST_226,2022-07-16,Basic,India,False
CUST_227,2024-02-02,Premium,India,False
CUST_228,2023-07-30,Premium,USA,False
CUST_229,2024-01-25,Premium,USA,False
CUST_230,2022-07-03,Basic,Germany,False
CUST_231,2023-04-18,Basic,India,False
CUST_232,2022-02-11,Basic,Germany,True
CUST_233,2023-03-08,Basic,India,False
CUST_234,2023-12-25,Basic,USA,True
CUST_235,2022-02-28,Premium,UK,False
CUST_236,2023-11-18,Basic,USA,False
CUST_237,2022-08-12,Premium,UK,False
CUST_238,2024-01-07,Basic,USA,False
CUST_239,2022-08-22,Premium,India,False
CUST_240,2024-04-12,Basic,USA,False
CUST_241,2023-12-26,Basic,Germany,False
CUST_242,2023-06-30,Premium,USA,False
CUST_243,2024-05-17,Basic,UK,False
CUST_244,2023-05-02,Basic,USA,False
CUST_245,2023-08-28,Basic,UK,False
CUST_246,2024-03-12,Basic,USA,False
CUST_247,2024-04-11,Premium,USA,False
CUST_248,2022-01-13,Premium,USA,False
CUST_249,2022-05-08,Basic,India,False
CUST_250,2023-08-28,Basic,USA,False
CUST_251,2023-04-24,Basic,India,True
CUST_252,2023-03-15,Basic,USA,True
CUST_253,2023-10-27,Basic,USA,False
CUST_254,2024-02-18,Premium,UK,False
CUST_255,2022-07-05,Basic,Germany,False
CUST_256,2022-01-10,Basic,UK,True
CUST_257,2023-05-27,Premium,Germany,False
CUST_258,2023-10-02,Premium,UK,False
CUST_259,2023-12-26,Basic,India,False
CUST_260,2023-04-03,Basic,India,True
CUST_261,2024-04-19,Basic,Germany,False
CUST_262,2023-05-26,Basic,UK,False
CUST_263,2023-02-27,Basic,India,True
CUST_264,2023-09-11,Basic,India,True
CUST_265,2022-02-19,Basic,USA,True
CUST_266,2024-02-14,Basic,UK,False
CUST_267,2022-12-23,Basic,UK,False
CUST_268,2023-01-15,Basic,India,False
CUST_269,2023-06-17,Basic,India,True
CUST_270,2022-09-24,Basic,India,False
CUST_271,2023-06-11,Basic,India,False
CUST_272,2024-01-01,Basic,UK,True
CUST_273,2022-09-17,Premium,USA,False
CUST_274,2023-03-02,Basic,India,False
CUST_275,2023-05-16,Basic,UK,False
CUST_276,2022-01-08,Basic,USA,False
CUST_277,2022-10-10,Premium,USA,False
CUST_278,2023-05-24,Basic,USA,False
CUST_279,2023-04-14,Basic,UK,False
CUST_280,2022-11-27,Basic,Germany,True
CUST_281,2022-07-18,Basic,Germany,True
CUST_282,2023-10-03,Basic,USA,False
CUST_283,2024-03-27,Premium,Germany,False
CUST_284,2023-12-15,Basic,Germany,False
CUST_285,2023-04-25,Basic,USA,True
CUST_286,2022-09-04,Basic,India,False
CUST_287,2022-11-28,Basic,Germany,False
CUST_288,2023-03-10,Premium,India,False
CUST_289,2022-09-01,Premium,UK,False
CUST_290,2024-04-11,Basic,USA,False
CUST_291,2023-01-20,Basic,USA,False
CUST_292,2023-09-19,Basic,Germany,False
CUST_293,2024-01-21,Premium,Germany,False
CUST_294,2022-02-19,Basic,USA,False
CUST_295,2024-04-30,Basic,India,False
CUST_296,2024-05-23,Premium,UK,False
CUST_297,2024-04-18,Premium,USA,False
CUST_298,2022-03-15,Basic,USA,False
CUST_299,2022-02-22,Basic,UK,True
CUST_300,2023-04-04,Basic,Germany,True
CUST_301,2022-11-29,Premium,India,False
CUST_302,2023-12-26,Basic,India,True
CUST_303,2022-05-03,Premium,India,False
CUST_304,2022-06-28,Premium,UK,False
CUST_305,2022-12-31,Basic,Germany,False
CUST_306,2022-10-25,Basic,UK,False
CUST_307,2024-03-26,Basic,Germany,False
CUST_308,2023-08-26,Premium,UK,False
CUST_309,2022-11-11,Basic,USA,False
CUST_310,2024-01-13,Premium,Germany,False
CUST_311,2022-06-27,Premium,Germany,False
CUST_312,2022-10-23,Basic,UK,False
CUST_313,2023-09-18,Basic,USA,True
CUST_314,2022-04-29,Premium,Germany,False
CUST_315,2022-08-10,Basic,Germany,False
CUST_316,2022-10-20,Basic,USA,True
CUST_317,2022-11-14,Premium,India,False
CUST_318,2023-10-15,Premium,Germany,False
CUST_319,2024-02-27,Premium,Germany,False
CUST_320,2023-05-27,Basic,USA,True
CUST_321,2024-02-27,Basic,USA,False
CUST_322,2022-09-01,Premium,USA,False
CUST_323,2023-03-08,Basic,India,True
CUST_324,2023-10-16,Basic,UK,True
CUST_325,2024-06-05,Basic,India,False
CUST_326,2024-04-22,Premium,India,False
CUST_327,2023-09-28,Premium,India,False
CUST_328,2022-03-07,Basic,India,True
CUST_329,2023-03-30,Premium,USA,False
CUST_330,2022-11-21,Premium,UK,False
CUST_331,2023-10-04,Basic,India,True
CUST_332,2024-04-04,Basic,USA,True
CUST_333,2022-03-25,Basic,Germany,False
CUST_334,2024-04-10,Basic,UK,False
CUST_335,2023-05-26,Basic,Germany,False
CUST_336,2024-05-31,Basic,UK,True
CUST_337,2023-06-19,Premium,USA,False
CUST_338,2022-10-20,Premium,UK,False
CUST_339,2023-05-01,Basic,India,False
CUST_340,2023-09-05,Basic,Germany,True
CUST_341,2024-05-07,Premium,USA,False
CUST_342,2023-04-23,Basic,Germany,True
CUST_343,2022-08-28,Premium,UK,False
CUST_344,2024-01-12,Premium,UK,False
CUST_345,2023-03-26,Basic,Germany,False
CUST_346,2023-10-04,Basic,India,False
CUST_347,2022-12-20,Basic,Germany,False
CUST_348,2022-03-28,Premium,Germany,False
CUST_349,2023-10-06,Premium,Germany,False
CUST_350,2022-01-22,Basic,India,False
CUST_351,2023-01-28,Premium,Germany,False
CUST_352,2022-11-03,Basic,UK,False
CUST_353,2022-07-15,Basic,India,False
CUST_354,2023-01-18,Basic,Germany,True
CUST_355,2023-04-06,Basic,Germany,False
CUST_356,2022-11-22,Basic,UK,False
CUST_357,2023-11-20,Basic,India,False
CUST_358,2023-09-03,Basic,India,False
CUST_359,2023-12-13,Basic,USA,True
CUST_360,2022-09-04,Basic,India,False
CUST_361,2023-07-09,Premium,Germany,False
CUST_362,2023-03-10,Premium,Germany,False
CUST_363,2022-10-27,Basic,UK,False
CUST_364,2022-11-15,Basic,USA,False
CUST_365,2022-12-05,Basic,UK,False
CUST_366,2022-05-04,Basic,USA,False
CUST_367,2022-11-19,Basic,India,False
CUST_368,2023-08-27,Basic,USA,False
CUST_369,2023-11-17,Basic,Germany,False
CUST_370,2024-03-08,Basic,USA,True
CUST_371,2023-09-01,Premium,USA,False
CUST_372,2022-11-05,Premium,USA,False
CUST_373,2022-01-19,Basic,USA,True
CUST_374,2022-09-05,Premium,Germany,False
CUST_375,2023-04-11,Basic,India,False
CUST_376,2023-10-06,Basic,Germany,False
CUST_377,2023-06-18,Basic,UK,False
CUST_378,2022-10-19,Basic,USA,False
CUST_379,2024-02-09,Basic,UK,False
CUST_380,2023-12-29,Premium,Germany,False
CUST_381,2022-12-05,Basic,Germany,False
CUST_382,2023-07-21,Premium,USA,False
CUST_383,2022-01-30,Basic,India,True
CUST_384,2022-05-09,Basic,USA,False
CUST_385,2022-07-11,Basic,USA,False
CUST_386,2024-06-03,Basic,USA,False
CUST_387,2023-10-21,Premium,Germany,False
CUST_388,2023-09-02,Premium,India,False
CUST_389,2023-12-18,Premium,India,False
CUST_390,2022-05-23,Basic,India,False
CUST_391,2023-07-07,Basic,UK,False
CUST_392,2022-04-16,Basic,Germany,False
CUST_393,2023-09-28,Basic,Germany,True
CUST_394,2023-12-21,Basic,UK,False
CUST_395,2023-06-18,Basic,India,False
CUST_396,2023-01-10,Basic,USA,False
CUST_397,2022-07-22,Premium,USA,False
CUST_398,2024-02-05,Basic,UK,False
CUST_399,2023-07-12,Basic,UK,False
CUST_400,2024-03-08,Basic,USA,False
CUST_401,2024-05-22,Premium,UK,False
CUST_402,2022-01-06,Premium,UK,False
CUST_403,2023-08-27,Premium,India,False
CUST_404,2022-03-17,Basic,UK,False
CUST_405,2022-03-15,Basic,USA,False
CUST_406,2022-09-01,Basic,USA,False
CUST_407,2022-06-29,Basic,India,False
CUST_408,2022-09-07,Basic,India,True
CUST_409,2024-01-29,Premium,Germany,False
CUST_410,2022-04-20,Basic,Germany,False
CUST_411,2022-02-15,Basic,USA,True
CUST_412,2022-12-20,Basic,India,False
CUST_413,2024-02-29,Basic,India,False
CUST_414,2023-06-08,Basic,USA,False
CUST_415,2023-05-24,Basic,India,False
CUST_416,2024-02-29,Basic,Germany,False
CUST_417,2024-02-28,Premium,India,False
CUST_418,2022-07-10,Basic,Germany,False
CUST_419,2023-12-09,Basic,India,False
CUST_420,2022-03-30,Basic,India,False
CUST_421,2022-10-15,Basic,USA,False
CUST_422,2023-06-18,Premium,UK,False
CUST_423,2023-05-31,Basic,UK,False
CUST_424,2022-09-17,Basic,UK,False
CUST_425,2022-06-28,Basic,India,True
CUST_426,2024-03-05,Basic,Germany,True
CUST_427,2024-02-29,Basic,USA,False
CUST_428,2022-08-06,Basic,USA,False
CUST_429,2023-02-17,Basic,UK,False
CUST_430,2024-03-24,Basic,India,False
CUST_431,2022-09-23,Premium,USA,False
CUST_432,2023-12-24,Basic,UK,False
CUST_433,2022-06-09,Basic,UK,False
CUST_434,2022-06-08,Premium,Germany,False
CUST_435,2022-02-07,Basic,USA,False
CUST_436,2024-05-13,Basic,Germany,False
CUST_437,2023-12-18,Basic,Germany,False
CUST_438,2024-06-17,Basic,India,True
CUST_439,2022-03-17,Basic,USA,False
CUST_440,2023-05-11,Basic,India,True
CUST_441,2024-01-29,Basic,USA,False
CUST_442,2022-04-05,Basic,UK,True
CUST_443,2023-11-13,Basic,USA,False
CUST_444,2023-08-22,Premium,Germany,False
CUST_445,2022-07-28,Basic,India,True
CUST_446,2023-06-11,Basic,Germany,False
CUST_447,2022-03-01,Premium,USA,False
CUST_448,2024-01-11,Basic,UK,True
CUST_449,2024-02-09,Basic,India,False
CUST_450,2022-07-01,Basic,India,False
CUST_451,2023-06-12,Basic,Germany,False
CUST_452,2022-02-05,Basic,Germany,False
CUST_453,2022-12-12,Basic,India,False
CUST_454,2023-04-25,Basic,USA,False
CUST_455,2023-11-16,Premium,UK,False
CUST_456,2023-09-07,Premium,Germany,False
CUST_457,2023-05-24,Premium,UK,False
CUST_458,2024-01-27,Basic,USA,False
CUST_459,2023-09-21,Basic,India,False
CUST_460,2022-03-22,Basic,UK,False
CUST_461,2022-02-20,Premium,Germany,False
CUST_462,2022-07-04,Basic,Germany,False
CUST_463,2023-06-15,Premium,UK,False
CUST_464,2022-07-12,Basic,India,True
CUST_465,2022-07-24,Basic,India,False
CUST_466,2024-03-05,Premium,USA,False
CUST_467,2022-01-17,Basic,UK,True
CUST_468,2023-09-22,Basic,USA,False
CUST_469,2022-04-15,Basic,USA,False
CUST_470,2022-09-04,Basic,Germany,False
CUST_471,2022-06-20,Basic,India,False
CUST_472,2023-12-24,Basic,USA,False
CUST_473,2022-06-11,Premium,UK,False
CUST_474,2022-07-26,Basic,Germany,False
CUST_475,2024-04-29,Basic,Germany,False
CUST_476,2022-01-17,Basic,Germany,True
CUST_477,2023-07-06,Basic,Germany,False
CUST_478,2024-01-27,Basic,India,False
CUST_479,2023-01-07,Basic,Germany,False
CUST_480,2023-12-18,Basic,UK,False
CUST_481,2022-08-09,Basic,USA,True
CUST_482,2024-01-20,Basic,UK,True
CUST_483,2022-06-25,Basic,Germany,False
CUST_484,2023-07-28,Basic,USA,True
CUST_485,2023-12-07,Premium,India,False
CUST_486,2022-03-16,Basic,UK,False
CUST_487,2023-08-07,Basic,Germany,False
CUST_488,2024-03-22,Premium,UK,False
CUST_489,2023-04-26,Premium,USA,False
CUST_490,2024-02-02,Basic,USA,True
CUST_491,2023-09-16,Basic,Germany,True
CUST_492,2024-04-20,Basic,USA,True
CUST_493,2022-04-03,Basic,USA,False
CUST_494,2024-04-10,Premium,India,False
CUST_495,2023-09-05,Basic,UK,False
CUST_496,2023-10-31,Premium,India,False
CUST_497,2023-03-17,Premium,India,False
CUST_498,2023-02-28,Basic,USA,False
CUST_499,2024-03-25,Premium,UK,False
CUST_500,2023-10-04,Basic,Germany,False
